Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Forza Motorsport,XB,2005,Racing,Microsofts,0.52,0.51,0,0.02,1.05,92,73,7.6,213,Others,E
Virtua Tennis 3,PS3,2007,Sports,Sega,0.23,0.58,0.03,0.21,1.05,80,35,7.9,32,Others,E
MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,0.51,0.4,0,0.13,1.04,81,22,8.9,17,EA Sports,E
WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,0.56,0.37,0.01,0.1,1.04,80,59,8.4,36,Yuke's,T
Sleeping Dogs,PS3,2012,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,83,40,7.7,645,Others,M
Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,74,22,8.9,39,Others,T
Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami,0.87,0.03,0,0.14,1.04,73,25,8.7,6,Konami,E10+
Aliens vs Predator,PS3,2010,Shooter,Sega,0.41,0.46,0,0.18,1.04,65,57,7.3,168,Others,M
F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,86,19,8.5,22,Others,E
Sonic the Hedgehog,X360,2006,Platform,Sega,0.44,0.48,0,0.11,1.04,46,38,4.4,455,Others,E10+
Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts,0.53,0.46,0,0.05,1.04,83,32,8.8,29,EA Canada,T
The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.39,0,0.11,1.03,71,52,7.7,71,Others,T
F1 2012,PS3,2012,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,81,23,7.5,54,Codemasters,E
Brink,X360,2011,Shooter,Others,0.59,0.35,0.01,0.09,1.03,68,85,5.8,404,Others,T
MX vs. ATV Unleashed,PS2,2005,Racing,THQ,0.86,0.03,0,0.14,1.03,79,30,8.4,17,Others,E
WipEout Pure,PSP,2005,Racing,Sony,0.47,0.34,0,0.23,1.03,88,56,7.9,102,Others,E
UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.32,0.03,0.13,1.03,86,30,7.4,92,Yuke's,T
LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disneys,0.54,0.39,0,0.09,1.03,73,54,7,31,Trav. Tales,E10+
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,84,29,8.1,41,Others,T
Super Princess Peach,DS,2005,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,75,48,7.6,33,Others,E
Guinness World Records: The Videogame,Wii,2008,Action,Wanrner Bros.,0.46,0.47,0,0.11,1.03,67,12,7,8,Others,E10+
NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,0.5,0.39,0,0.13,1.03,82,16,8.8,12,Others,E
The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,0.56,0.3,0.08,0.09,1.03,86,74,8.4,329,Others,T
LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,0.42,0,0.17,1.03,77,36,7.7,30,Trav. Tales,E10+
Tomb Raider,PC,1996,Action,Eidos,0.96,0.07,0,0,1.03,86,18,8.5,3552,Others,M
Street Fighter Alpha 3,PS,1998,Fighting,Others,0.38,0.12,0.51,0.02,1.03,93,12,8.5,46,Capcom,T
MySims Agents,Wii,2009,Adventure,Electronic Arts,0.61,0.32,0,0.1,1.03,78,28,8.6,28,Electronic Arts,E
MotorStorm: Arctic Edge,PSP,2009,Racing,Sony,0.16,0.57,0,0.29,1.02,79,58,8.8,39,Others,T
FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,65,13,6.1,26,EA Canada,E
Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.93,0.01,0,0.08,1.02,72,24,7,22,Others,E
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,0.32,0.36,0.26,0.09,1.02,72,27,8.4,61,Others,T
Shrek 2,GC,2004,Platform,Activision,0.73,0.26,0.01,0.03,1.02,70,25,6.4,14,Others,E
NBA 2K17,XOne,2016,Sports,Take-Two Inc.,0.86,0.06,0,0.11,1.02,90,17,6.2,91,Visual Concepts,E
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,86,58,8.1,89,Others,T
Sonic Unleashed,PS3,2008,Platform,Sega,0.56,0.32,0.01,0.14,1.02,54,24,7.9,130,Others,E10+
Disney Universe,Wii,2011,Action,Disneys,0.64,0.28,0,0.1,1.02,61,11,6,5,Eurocom  Software,E10+
Dance on Broadway,Wii,2010,Misc,Ubisoft,0.25,0.65,0,0.12,1.02,48,6,3.3,4,Others,E10+
LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.31,0,0.09,1.02,71,41,7.4,25,Trav. Tales,E10+
Bulletstorm,X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84,83,7.6,439,Others,M
Skylanders SWAP Force,PS3,2013,Platform,Activision,0.43,0.42,0,0.17,1.02,83,31,5.3,33,Vicarious Visions,E10+
Madden NFL 07,XB,2006,Sports,Electronic Arts,0.97,0.03,0,0.03,1.02,83,27,8.7,6,EA Tiburon,E
Sonic Generations,3DS,2011,Platform,Sega,0.44,0.47,0.01,0.09,1.02,66,29,6.9,108,Others,E
Rock Band 2,Wii,2008,Misc,Others,0.93,0.01,0,0.08,1.02,92,10,7.7,45,Others,T
Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0,0.13,1.02,70,29,8.7,29,Others,E
Pokemon Conquest,DS,2012,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,80,40,8.2,89,Others,E
Wall-E,Wii,2008,Platform,THQ,0.51,0.4,0,0.11,1.01,51,18,3.6,8,Others,E
Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Others,0.44,0.46,0,0.11,1.01,74,23,8,27,Others,T
Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,80,54,7.9,101,Others,T
The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.46,0,0.11,1.01,64,19,6.1,38,Others,T
Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81,74,8,302,Others,M
Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,0.58,0.34,0,0.09,1.01,72,32,7.3,318,Ubisoft,M
Rayman Legends,PS4,2014,Platform,Ubisoft,0.22,0.64,0,0.16,1.01,90,16,8.5,525,Others,E10+
Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,81,73,7,189,Ubisoft,T
ZombiU,WiiU,2012,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77,70,7.7,758,Others,M
Pokken Tournament,WiiU,2016,Fighting,Namco Bandai,0.5,0.26,0.17,0.08,1.01,76,74,8,273,Others,E10+
Ford Racing 2,PS2,2003,Racing,Others,0.49,0.38,0,0.13,1,51,5,8,8,Others,E
NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0,0,0.07,1,67,12,4.5,6,Others,E10+
God of War: Ghost of Sparta,PSP,2010,Action,Sony,0.41,0.35,0.03,0.21,1,86,73,8.4,255,Others,M
SoulCalibur II,XB,2003,Fighting,Namco Bandai,0.78,0.18,0.03,0,1,92,39,8.9,54,Namco,T
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1,72,16,9.3,54,Omega Force,T
Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.49,0.01,0.17,1,87,43,8.4,238,Others,E10+
NFL Fever 2002,XB,2000,Sports,Microsofts,0.74,0.21,0,0.04,0.99,79,24,8.5,10,Others,E
Just Dance 2014,X360,2013,Misc,Ubisoft,0.72,0.17,0,0.1,0.99,79,16,7.8,33,Ubisoft,E10+
NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0,0,0.06,0.99,82,25,6.6,49,EA Sports,E
UFC Undisputed 3,X360,2012,Action,THQ,0.72,0.2,0,0.08,0.99,85,60,7.6,88,Yuke's,T
Kirby: Mass Attack,DS,2011,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83,46,8.6,55,Others,E
Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,55,65,6.5,294,Others,M
Oddworld: Abe's Exoddus,PS,1998,Platform,Others,0.55,0.38,0,0.06,0.99,88,13,9.1,69,Others,T
The Bouncer,PS2,2000,Action,Sony,0.3,0.23,0.38,0.08,0.99,66,20,8,35,Others,T
DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.52,0,0.19,0.99,87,63,8.2,94,Codemasters,T
Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.73,0.15,0,0.11,0.99,70,39,5,26,Neversoft,T
Shadow The Hedgehog,GC,2005,Platform,Sega,0.76,0.2,0,0.03,0.99,51,22,6.6,120,Others,E10+
EyePet,PS3,2009,Simulation,Sony,0.35,0.52,0.04,0.08,0.99,70,35,8.2,20,Others,E
Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,78,48,8.1,84,Capcom,T
Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai,0.37,0.3,0.12,0.19,0.99,75,26,8.3,30,Others,T
Dark Souls,X360,2011,Role-Playing,Namco Bandai,0.64,0.27,0,0.09,0.99,89,66,8.4,1106,From Software,M
Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Inc.,0.52,0.27,0,0.19,0.98,79,26,8.7,43,Others,T
Pro Evolution Soccer 2008,PSP,2008,Sports,Konami,0.02,0.53,0.19,0.25,0.98,80,17,6.8,11,Konami,E
FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0.64,0,0.11,0.98,75,21,6.2,17,EA Sports,E
Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai,0.28,0.18,0.45,0.07,0.98,77,55,8.2,336,Others,T
Fallout 3,PC,2008,Role-Playing,Others,0.02,0.88,0,0.08,0.98,91,48,7.9,3450,Others,M
Mario Party Advance,GBA,2005,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,54,27,5.4,34,Others,E
Zoo Tycoon DS,DS,2005,Strategy,THQ,0.86,0.03,0.01,0.08,0.98,44,19,6.6,25,Others,E
WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,0.38,0.5,0,0.11,0.98,59,13,5.9,18,Yuke's,T
Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.26,0,0.08,0.98,78,68,6.4,694,Others,M
Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82,58,7.5,383,Others,M
NBA 2K10,X360,2009,Sports,Take-Two Inc.,0.88,0.02,0,0.08,0.97,82,46,7.6,34,Visual Concepts,E
NCAA Football 06,XB,2005,Sports,Electronic Arts,0.73,0.21,0,0.03,0.97,87,38,8.3,27,EA Sports,E
Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Inc.,0,0.93,0,0.04,0.97,93,47,8.9,1841,Others,M
Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0,0,0.08,0.97,81,31,5.3,33,EA Tiburon,E
Fire Emblem,GBA,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,88,31,9.2,144,Others,E
Brutal Legend,X360,2009,Action,Electronic Arts,0.62,0.26,0,0.09,0.97,82,88,8,268,Others,M
Disney Infinity,PS3,2013,Action,Disneys,0.49,0.32,0,0.16,0.97,75,21,5.9,47,Others,E10+
NHL 2004,PS2,2003,Sports,Electronic Arts,0.47,0.37,0,0.12,0.97,85,19,7.6,53,EA Sports,E
Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Inc.,0.78,0.03,0.03,0.13,0.97,75,37,7.9,67,Others,M
FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,0.33,0.6,0,0.04,0.97,81,34,8.7,23,EA Canada,E
Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.4,0.44,0,0.12,0.97,89,23,5.5,5926,Others,M
Cars,DS,2006,Racing,THQ,0.85,0.04,0,0.07,0.97,54,17,2.1,11,Others,E
Band Hero,Wii,2009,Misc,Activision,0.59,0.29,0,0.09,0.97,79,20,6.6,15,Vicarious Visions,E10+
Skylanders: Spyro's Adventure,X360,2011,Action,Activision,0.53,0.34,0,0.1,0.97,78,35,5.2,53,Others,E10+
LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,0.75,0.19,0,0.03,0.97,84,25,9.1,16,Trav. Tales,E10+
Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,0.54,0.37,0,0.06,0.97,86,16,9,44,Others,T
Dark Cloud 2,PS2,2002,Role-Playing,Sony,0.38,0.25,0.26,0.07,0.96,87,41,9.1,174,Others,T
Far Cry 3,PC,2012,Shooter,Ubisoft,0.22,0.62,0,0.12,0.96,88,43,8.2,3183,Ubisoft,M
Evolve,PS4,2015,Shooter,Take-Two Inc.,0.36,0.41,0.05,0.15,0.96,76,46,4.3,894,Others,M
Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.36,0,0.16,0.96,76,37,6.4,522,Others,M
NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0,0.12,0.96,85,22,8.1,9,EA Sports,E
Farming Simulator 2013,PC,2012,Simulation,Others,0,0.81,0,0.15,0.96,65,12,7.5,111,Others,E
Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.47,0.4,0,0.09,0.96,77,26,7.5,17,Others,T
de Blob,Wii,2008,Platform,THQ,0.49,0.37,0,0.1,0.96,82,48,8.6,73,Others,E
Shinobi,PS2,2002,Platform,Sony,0.36,0.28,0.22,0.09,0.96,71,33,7.9,43,Others,M
Mortal Kombat: Deadly Alliance,XB,2002,Fighting,Midway Games,0.77,0.15,0,0.04,0.96,81,27,8.4,24,Midway,M
The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai,0.25,0.56,0,0.14,0.96,88,76,8.5,4378,Others,M
Sniper Elite V2,PS3,2012,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,70,21,6.9,92,Others,M
ESPN NBA 2K5,XB,2004,Sports,Others,0.88,0.04,0,0.04,0.95,85,28,8.7,22,Visual Concepts,E
Gangs of London,PSP,2006,Adventure,Sony,0.3,0.43,0,0.22,0.95,52,47,6.7,18,Others,M
Mario Tennis Open,3DS,2012,Sports,Nintendo,0.26,0.29,0.34,0.05,0.95,69,58,6.9,110,Others,E
PilotWings Resort,3DS,2011,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,71,64,7.4,88,Others,E
World Championship Poker,PS2,2004,Misc,Others,0.8,0.03,0,0.13,0.95,60,8,7.7,11,Others,E
My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.3,0.54,0,0.11,0.95,63,4,7.6,7,Ubisoft,E
Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0,0.14,0.95,87,29,8.6,53,Ubisoft,M
Sonic Unleashed,X360,2008,Platform,Sega,0.54,0.32,0,0.09,0.95,60,50,7.8,238,Others,E10+
SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003,Platform,THQ,0.74,0.19,0,0.03,0.95,71,10,8.6,34,Others,E
PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony,0.5,0.27,0.04,0.15,0.95,74,69,7.3,540,Others,T
Pro Evolution Soccer 2014,PS3,2013,Action,Konami,0.03,0.41,0.51,0,0.95,78,39,4.1,303,Konami,E
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79,18,6.9,156,Others,M
Kessen,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75,20,8.4,12,Others,T
Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79,53,7.7,114,Others,T
Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0,0.09,0.95,73,79,7.3,126,Others,M
Lost Planet 2,PS3,2010,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,68,56,6.9,62,Capcom,T
LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disneys,0.36,0.43,0,0.16,0.95,73,42,7.1,34,Trav. Tales,E10+
Killzone,PS2,2004,Shooter,Sony,0.79,0.03,0,0.13,0.94,70,67,7.4,254,Others,M
The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.73,0.19,0,0.03,0.94,73,9,7.8,13,Others,E
Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.94,81,65,8.2,231,Nintendo,E10+
Castlevania: Lament of Innocence,PS2,2003,Action,Konami,0.46,0.36,0,0.12,0.94,79,45,8.4,74,Others,M
Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.39,0.06,0.15,0.94,84,27,7.7,314,Others,M
Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,0.39,0.39,0,0.16,0.94,77,18,4.8,42,Others,E10+
Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,64,38,7.8,19,Others,T
WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.51,0.3,0.01,0.12,0.94,78,37,7,49,Yuke's,T
NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0,0,0.07,0.94,83,26,6.7,37,EA Tiburon,E
Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.27,0,0.13,0.94,83,61,7.6,162,Others,M
Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.69,0.17,0,0.08,0.94,47,15,4.5,21,Others,E10+
Bully,PS2,2006,Action,Take-Two Inc.,0.75,0.03,0.04,0.12,0.94,87,69,9.1,293,Others,T
Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.57,0.33,0,0.04,0.94,92,41,7.8,72,Ubisoft,T
MLB 06: The Show,PS2,2006,Sports,Sony,0.78,0.03,0,0.13,0.94,83,30,8.9,31,Others,E
NHL 2003,PS2,2002,Sports,Electronic Arts,0.46,0.36,0,0.12,0.93,79,20,6.8,18,EA Sports,E
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai,0.32,0.32,0.15,0.15,0.93,77,32,7.9,187,Others,T
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.29,0.49,0,0.15,0.93,79,38,6.2,157,EA Sports,T
The Sims 2,DS,2005,Simulation,Electronic Arts,0.81,0.05,0,0.07,0.93,70,13,6.1,24,Others,E10+
Tony Hawk's Pro Skater 4,XB,2002,Sports,Activision,0.59,0.3,0,0.04,0.93,90,25,8.5,21,Neversoft,T
Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.56,0.28,0,0.09,0.93,85,28,6.9,703,Others,M
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony,0.33,0.16,0.36,0.08,0.93,64,77,7.5,213,Others,T
SingStar Abba,PS3,2008,Misc,Sony,0.27,0.5,0,0.16,0.93,70,26,5.5,4,Others,T
Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.28,0.14,0.47,0.04,0.93,81,71,8.7,87,Others,E
Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.4,0.43,0,0.1,0.93,85,20,8.6,17,Neversoft,T
Teenage Mutant Ninja Turtles,GBA,2003,Action,Others,0.67,0.25,0,0.02,0.93,71,16,8.8,8,Konami,E
Bayonetta,X360,2009,Action,Sega,0.51,0.25,0.09,0.08,0.93,90,86,8,597,Others,M
MLB 07: The Show,PS2,2007,Sports,Sony,0.77,0.03,0,0.13,0.93,83,25,8.6,19,Others,E
Cars,GC,2006,Racing,THQ,0.72,0.19,0,0.03,0.93,71,21,7,5,Others,E
Build-A-Bear Workshop,DS,2007,Simulation,Others,0.85,0.01,0,0.07,0.93,61,11,4.8,5,Others,E
Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.93,66,58,7,76,Others,E10+
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,77,47,7.8,112,Codemasters,M
Lego Batman 3: Beyond Gotham,PS4,2014,Action,Wanrner Bros.,0.37,0.4,0,0.15,0.93,73,43,7.1,75,TT Games,E10+
Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0,0,0.06,0.93,39,5,5.6,8,Others,E10+
Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0,0.15,0.93,76,48,8,70,Others,M
The LEGO Movie Videogame,PS3,2014,Action,Wanrner Bros.,0.33,0.43,0.02,0.15,0.93,80,5,6.8,12,TT Games,E10+
Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0,0.12,0.93,80,21,6.2,1489,Ubisoft,M
Borderlands 2,PC,2012,Shooter,Take-Two Inc.,0.42,0.41,0,0.1,0.93,89,38,8.2,2482,Others,M
Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami,0.45,0.35,0,0.12,0.92,59,29,8.7,31,Others,E
Disney Magical World,3DS,2013,Adventure,Nintendo,0.17,0.2,0.53,0.03,0.92,71,27,7.5,21,Others,E
Top Gun: Combat Zones,PS2,2001,Simulation,Others,0.45,0.35,0,0.12,0.92,63,17,3.3,9,Others,E
NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0,0,0.06,0.92,86,29,7.1,70,EA Tiburon,E
007: The World is not Enough,PS,2000,Action,Electronic Arts,0.51,0.35,0,0.06,0.92,61,11,6.7,44,Others,T
Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,81,53,9.2,203,Capcom,T
MLB 15: The Show,PS4,2015,Sports,Sony,0.68,0.08,0,0.17,0.92,80,44,7.8,190,Others,E
South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.43,0.34,0,0.16,0.92,85,31,8.5,575,Others,M
South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.58,0.26,0,0.09,0.92,82,33,8.4,363,Others,M
MLB 12: The Show,PS3,2012,Sports,Sony,0.86,0,0,0.06,0.92,87,23,7.5,75,Others,E
SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0,0.16,0.92,48,9,6.4,13,Others,E
Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,73,71,7.7,224,Others,M
Wii Play: Motion,Wii,2011,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60,34,6.1,16,Nintendo,E10+
WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,0.58,0.26,0,0.08,0.92,79,47,7.1,34,Yuke's,T
Sonic Riders,GC,2006,Racing,Sega,0.71,0.18,0,0.03,0.92,59,32,8,46,Others,E
Blue Dragon,X360,2006,Role-Playing,Microsofts,0.3,0.32,0.21,0.08,0.92,79,56,7.8,161,Others,T
Harvest Moon 3D: A New Beginning,3DS,2012,Action,Others,0.41,0.17,0.3,0.05,0.91,74,21,8.2,62,Others,E
Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0,0.09,0.91,70,20,6.7,7,Others,E10+
EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.52,0.27,0,0.12,0.91,78,20,5.4,14,EA Canada,E
Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,0.45,0.35,0,0.12,0.91,76,23,8.1,12,Electronic Arts,T
Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,77,63,7.2,53,Others,T
Tokyo Xtreme Racer 3,PS2,2003,Racing,Others,0.35,0.27,0.21,0.09,0.91,63,15,8.9,23,Others,E
Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,0.91,92,59,8.9,950,Others,T
Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,90,13,8.7,31,Codemasters,E
Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57,25,7.4,57,Omega Force,T
NBA 2K14,XOne,2013,Sports,Take-Two Inc.,0.7,0.11,0,0.09,0.91,86,15,5.7,183,Visual Concepts,E
SSX,PS3,2012,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,81,38,6.8,110,EA Canada,E
Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.48,0.32,0.02,0.09,0.91,56,26,8.1,57,Others,E
Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.61,0.26,0,0.04,0.91,75,20,7.9,12,Others,E
Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.91,76,42,6.5,53,Codemasters,M
Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,0.44,0.35,0,0.12,0.9,80,23,7.6,5,EA Sports,E
Lost Odyssey,X360,2007,Role-Playing,Microsofts,0.45,0.26,0.11,0.08,0.9,78,68,8.3,432,Others,T
Street Fighter V,PS4,2016,Fighting,Capcom,0.4,0.28,0.08,0.14,0.9,77,80,3.4,1221,Capcom,T
Just Cause 3,XOne,2015,Action,Square Enix,0.44,0.39,0,0.08,0.9,71,24,7,186,Others,M
MLB 2005,PS2,2004,Sports,Sony,0.44,0.35,0,0.12,0.9,78,36,7.6,9,Others,E
Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0,0.08,0.9,73,75,7.3,82,Vicarious Visions,T
Burnout Revenge,PS2,2005,Racing,Electronic Arts,0.75,0.03,0,0.12,0.9,90,52,8.8,114,Others,E10+
Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.31,0.01,0.08,0.9,76,45,6.7,344,Others,M
The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai,0.48,0.32,0.02,0.08,0.9,88,82,8.3,818,Others,M
Homefront,PS3,2011,Shooter,THQ,0.32,0.39,0.04,0.15,0.9,70,60,5.7,174,Others,M
LEGO Jurassic World,PS4,2015,Action,Wanrner Bros.,0.32,0.42,0.02,0.14,0.9,70,46,7,80,TT Games,E10+
The Elder Scrolls Online,PC,2014,Role-Playing,Others,0.32,0.51,0,0.07,0.9,71,64,5.7,2421,Others,M
Hot Shots Tennis,PS2,2006,Sports,Sony,0.17,0.13,0.55,0.05,0.9,70,44,8.1,8,Others,E
MX vs. ATV Reflex,PS3,2009,Racing,THQ,0.52,0.25,0,0.12,0.9,74,44,7.4,10,Others,E
Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.63,0.13,0,0.15,0.9,74,13,5.2,118,EA Sports,E
Sonic Heroes,XB,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9,73,28,7.6,34,Others,E
Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9,50,14,6.5,28,Vicarious Visions,T
James Bond 007: Agent Under Fire,XB,2002,Shooter,Electronic Arts,0.65,0.22,0,0.03,0.9,71,16,7.5,15,Electronic Arts,T
LEGO Marvel Super Heroes,3DS,2013,Action,Wanrner Bros.,0.42,0.36,0.04,0.07,0.9,61,4,5.2,11,TT Games,E10+
